"title","category_name","total_earnings","average_payment"
"ANACONDA CONFESSIONS","Animation",60.79,2.894761904761905
"FIREBALL PHILADELPHIA","Comedy",60.79,2.894761904761905
"PACKER MADIGAN","Animation",60.78,2.7627272727272727
"TIGHTS DAWN","Sports",60.74,2.336153846153846
"MADIGAN DORADO","Travel",59.9,5.99
"BORN SPINAL","Travel",59.88,4.99
"MASSAGE IMAGE","Animation",59.88,4.99
"WINDOW SIDE","Travel",59.88,4.99
"IDENTITY LOVER","Sci-Fi",59.87,4.605384615384615
"NEMO CAMPUS","Sci-Fi",59.86,4.275714285714286
"OUTFIELD MASSACRE","Music",59.8,2.99
"ANNIE IDENTITY","Sci-Fi",59.78,2.7172727272727273
"FIGHT JAWBREAKER","Animation",59.78,2.7172727272727273
"MOCKINGBIRD HOLLYWOOD","Action",59.76,2.49
"SMILE EARRING","Travel",58.9,5.89
"TRAINSPOTTING STRANGERS","Comedy",58.89,5.3536363636363635
"VALLEY PACKER","Comedy",58.85,3.9233333333333333
"MUMMY CREATURES","Sports",58.84,3.6775
"WILLOW TRACY","Family",58.84,3.6775
"HEAVEN FREEDOM","Comedy",58.82,3.267777777777778
"FICTION CHRISTMAS","Foreign",58.81,3.095263157894737
"DALMATIONS SWEDEN","Drama",58.8,2.94
"KARATE MOON","Horror",58.77,2.555217391304348
"GUYS FALCON","Sci-Fi",57.91,6.434444444444444
"DOUBTFIRE LABYRINTH","Foreign",57.9,5.79
"LAMBS CINCINATTI","Games",57.9,5.79
"SIERRA DIVIDE","Sports",57.85,3.856666666666667
"PILOT HOOSIERS","Family",57.84,3.615
"PERFECT GROOVE","Comedy",57.83,3.401764705882353
"ENOUGH RAGING","Travel",57.82,3.212222222222222
"RACER EGG","Drama",57.82,3.212222222222222
"GABLES METROPOLIS","Family",57.81,3.0426315789473684
"RIVER OUTLAW","Sports",57.81,2.8905
"STRAIGHT HOURS","Sports",57.8,2.89
"ELEMENT FREDDY","Comedy",56.9,5.69
"BOWFINGER GABLES","Horror",56.89,5.171818181818182
"FUGITIVE MAGUIRE","Travel",56.89,5.171818181818182
"CREATURES SHAKESPEARE","Games",56.84,3.5525
"GRAPES FURY","Foreign",56.77,2.5804545454545456
"WONDERFUL DROP","Foreign",55.91,6.2122222222222225
"BUGSY SONG","Foreign",55.89,5.080909090909091
"IRON MOON","Classics",55.89,5.080909090909091
"PURPLE MOVIE","Foreign",55.87,4.297692307692308
"ANALYZE HOOSIERS","Horror",55.86,3.99
"SHANE DARKNESS","Travel",55.86,3.99
"DIRTY ACE","Games",55.85,3.723333333333333
"PATRIOT ROMAN","Action",55.84,3.49
"GREEK EVERYONE","Foreign",55.83,3.2841176470588236
"UNITED PILOT","Documentary",55.83,3.2841176470588236
"GUNFIGHT MOON","Comedy",55.76,2.3233333333333333
"SLUMS DUCK","Family",55.76,2.3233333333333333
"DANCING FEVER","Documentary",55.73,2.064074074074074
"MAGNIFICENT CHITTY","Classics",54.92,6.865
"ALI FOREVER","Horror",54.91,6.101111111111111
"MONSOON CAUSE","Games",54.91,6.101111111111111
"GO PURPLE","Music",54.8,2.74
"FRISCO FORREST","Sci-Fi",53.91,5.99
"NUTS TIES","New",53.91,5.99
"HUNTING MUSKETEERS","Family",53.85,3.59
"SCISSORHANDS SLUMS","Foreign",53.85,3.59
"ROUGE SQUAD","Games",53.82,2.99
"REUNION WITCHES","Drama",53.8,2.69
"SLEUTH ORIENT","Games",53.79,2.5614285714285714
"EFFECT GLADIATOR","Family",53.75,2.15
"SUN CONFESSIONS","Sci-Fi",53.75,2.15
"ACE GOLDFINGER","Horror",52.93,7.561428571428571
"CASPER DRAGONFLY","Children",52.92,6.615
"REDS POCUS","Music",52.91,5.878888888888889
"VANILLA DAY","Games",52.91,5.878888888888889
"GRAIL FRANKENSTEIN","Action",52.9,5.29
"RIGHT CRANES","Classics",52.9,5.29
"SENSIBILITY REAR","Family",52.9,5.29
"EXORCIST STING","Sports",52.87,4.066923076923077
"ALLEY EVOLUTION","Foreign",52.86,3.775714285714286
"MADRE GABLES","Games",52.86,3.775714285714286
"SHRUNK DIVINE","Action",52.86,3.775714285714286
"GRADUATE LORD","Children",52.84,3.3025
"FREAKY POCUS","Music",52.83,3.107647058823529
"NOVOCAINE FLIGHT","Sports",52.81,2.7794736842105263
"CHOCOLAT HARRY","Family",52.8,2.64
"HAUNTING PIANIST","Games",52.78,2.399090909090909
"ISHTAR ROCKETEER","Animation",51.93,7.418571428571429
"PANIC CLUB","Horror",51.93,7.418571428571429
"ELIZABETH SHANE","Sports",51.9,5.19
"AFRICAN EGG","Family",51.88,4.323333333333333
"BREAKING HOME","New",51.87,3.99
"MONSTER SPARTACUS","Music",51.85,3.4566666666666666
"CADDYSHACK JEDI","Action",51.84,3.24
"MOULIN WAKE","Travel",51.84,3.24
"PIRATES ROXANNE","Sports",51.78,2.4657142857142857
"VIRGINIAN PLUTO","Documentary",51.71,1.783103448275862
"CLERKS ANGELS","Documentary",50.93,7.275714285714286
"WORKER TARZAN","Travel",50.85,3.39
"INDIAN LOVE","Family",50.84,3.1775
"LOCK REAR","Travel",50.84,3.1775
"KWAI HOMEWARD","Drama",50.77,2.207391304347826
"BOUND CHEAPER","Classics",50.76,2.115
"DARLING BREAKING","Games",49.91,5.545555555555556
"INTOLERABLE INTENTIONS","Documentary",49.91,5.545555555555556
"SPEED SUIT","Travel",49.91,5.545555555555556
"HOLLOW JEOPARDY","Sci-Fi",49.9,4.99
"POTLUCK MIXED","Animation",49.89,4.535454545454545
"EXPRESS LONELY","Sci-Fi",49.87,3.836153846153846
"PERSONAL LADYBUGS","Music",49.86,3.5614285714285714
"TOWN ARK","Foreign",49.86,3.5614285714285714
"MODERN DORADO","Documentary",49.85,3.3233333333333333
"WASTELAND DIVINE","Classics",49.85,3.3233333333333333
"HOURS RAGE","New",49.81,2.621578947368421
"GOSFORD DONNIE","Action",48.92,6.115
"DROP WATERFRONT","Sports",48.91,5.434444444444444
"LOLITA WORLD","Family",48.9,4.89
"RIDER CADDYSHACK","Sports",48.89,4.444545454545454
"DARKNESS WAR","Drama",48.87,3.7592307692307694
"CYCLONE FAMILY","Foreign",48.86,3.2573333333333334
"HAMLET WISDOM","Sci-Fi",48.86,3.49
"VARSITY TRIP","New",48.84,3.0525
"ROCK INSTINCT","Horror",48.83,2.8723529411764708
"GOLDMINE TYCOON","Sci-Fi",48.73,1.8048148148148149
"VOYAGE LEGALLY","Classics",48.72,1.74
"SENSE GREEK","Sports",47.93,6.847142857142857
"CRUSADE HONEY","Sports",47.92,5.99
"KRAMER CHOCOLATE","Sports",47.91,5.323333333333333
"ENTRAPMENT SATISFACTION","Action",47.85,3.19
"LABYRINTH LEAGUE","Children",47.85,3.19
"SHIP WONDERLAND","Documentary",47.85,3.19
"NEWTON LABYRINTH","Foreign",47.83,2.813529411764706
"TRAMP OTHERS","Comedy",47.8,2.39
"GROSSE WONDERFUL","Music",46.92,5.865
"PUNK DIVORCE","Animation",46.92,5.865
"ANYTHING SAVANNAH","Horror",46.91,5.2122222222222225
"HOTEL HAPPINESS","Foreign",46.91,5.2122222222222225
"LEGALLY SECRETARY","Children",46.91,5.2122222222222225
"STAGE WORLD","Comedy",46.9,4.69
"MICROCOSMOS PARADISE","Children",46.87,3.605384615384615
"PARIS WEEKEND","Horror",46.86,3.347142857142857
"TROOPERS METAL","New",46.86,3.347142857142857
"SHREK LICENSE","Foreign",46.85,3.1233333333333335
"STORM HAPPINESS","Animation",46.71,1.6106896551724137
"BABY HALL","Foreign",45.92,5.74
"MATRIX SNOWMAN","Foreign",45.91,5.101111111111111
"PLATOON INSTINCT","New",45.91,5.101111111111111
"ROLLERCOASTER BRINGING","Horror",45.9,4.59
"SPEAKEASY DATE","Action",45.88,3.8233333333333333
"DATE SPEED","Family",45.87,3.5284615384615385
"STOCK GLASS","New",45.86,3.275714285714286
"UNCUT SUICIDES","Music",45.86,3.275714285714286
"MIDNIGHT WESTWARD","Action",45.83,2.6958823529411764
"ARMAGEDDON LOST","Sci-Fi",45.79,2.1804761904761905
"FANTASY TROOPERS","Action",45.74,1.7592307692307692
"MIRACLE VIRTUAL","Animation",44.91,4.99
"LIFE TWISTED","Comedy",44.9,4.49
"RUN PACIFIC","New",44.9,4.49
"PARTY KNOCK","Comedy",44.87,3.4515384615384614
"CLUB GRAFFITI","Animation",44.8,2.3578947368421055
"WOMEN DORADO","Action",44.78,1.9469565217391305
"ALASKA PHANTOM","Music",44.74,1.7207692307692308
"RECORDS ZORRO","Sports",43.92,5.49
"FOREVER CANDIDATE","Children",43.87,3.374615384615385
"LUCKY FLYING","Music",43.87,3.374615384615385
"GLASS DYING","Action",43.86,3.132857142857143
"SHANGHAI TYCOON","Travel",43.86,3.132857142857143
"NECKLACE OUTBREAK","Drama",43.85,2.9233333333333333
"MAJESTIC FLOATS","Documentary",43.83,2.578235294117647
"POCUS PULP","Documentary",43.74,1.6823076923076923
"WARS PLUTO","Documentary",42.9,4.29
"CRANES RESERVOIR","Sports",42.89,3.899090909090909
"LORD ARIZONA","Action",42.89,3.899090909090909
"PRIX UNDEFEATED","Family",42.89,3.899090909090909
"SADDLE ANTITRUST","Comedy",42.86,3.0614285714285714
"ROOTS REMEMBER","Classics",42.83,2.5194117647058825
"COAST RAINBOW","Documentary",42.79,2.0376190476190477
"MOURNING PURPLE","Sci-Fi",42.79,2.0376190476190477
"BANGER PINOCCHIO","Music",42.78,1.9445454545454546
"EARLY HOME","Animation",41.93,5.99
"HEAVENLY GUN","Music",41.93,5.99
"HOOSIERS BIRDCAGE","Foreign",41.92,5.24
"SOLDIERS EVOLUTION","Sci-Fi",41.92,5.24
"FEATHERS METAL","Games",41.89,3.808181818181818
"MILE MULAN","Sports",41.87,3.2207692307692306
"SPIKING ELEMENT","Classics",41.87,3.2207692307692306
"ARMY FLINTSTONES","Documentary",41.84,2.615
"GROOVE FICTION","Sports",41.82,2.3233333333333333
"DISCIPLE MOTHER","Travel",41.81,2.2005263157894737
"SUNDANCE INVASION","Children",41.81,2.2005263157894737
"CROOKED FROGMEN","Children",41.77,1.816086956521739
"CLUE GRAIL","Music",40.93,5.847142857142857
"EVE RESURRECTION","New",40.93,5.847142857142857
"PRESIDENT BANG","Family",40.93,5.847142857142857
"TARZAN VIDEOTAPE","Horror",40.92,5.115
"FRIDA SLIPPER","Foreign",40.9,3.7181818181818183
"BLANKET BEVERLY","Family",40.88,3.4066666666666667
"CABIN FLASH","Children",40.85,2.723333333333333
"SPLENDOR PATTON","Children",40.79,1.9423809523809523
"JERSEY SASSY","Children",39.94,6.656666666666666
"TERMINATOR CLUB","Music",39.94,6.656666666666666
"ELF MURDER","Music",39.93,5.704285714285715
"FIRE WOLVES","Games",39.93,5.704285714285715
"STONE FIRE","Travel",39.89,3.6263636363636365
"ROBBERY BRIGHT","Family",39.87,3.066923076923077
"SPINAL ROCKY","Family",39.87,3.066923076923077
"PAJAMA JAWBREAKER","Classics",39.86,2.847142857142857
"ILLUSION AMELIE","Foreign",39.85,2.6566666666666667
"TOOTSIE PILOT","Children",39.85,2.6566666666666667
"JOON NORTHWEST","Sports",39.83,2.342941176470588
"ENCOUNTERS CURTAIN","Drama",39.81,2.095263157894737
"CONGENIALITY QUEST","Sports",39.78,1.8081818181818181
"OUTBREAK DIVINE","Games",39.77,1.7291304347826086
"FEUD FROGMEN","Family",39.75,1.59
"STORY SIDE","Action",39.72,1.4185714285714286
"TALENTED HOMICIDE","Sports",39.71,1.3693103448275863
"ITALIAN AFRICAN","Travel",38.94,6.49
"BLOOD ARGONAUTS","Family",38.9,3.89
"WAGON JAWS","Documentary",38.9,3.89
"DRUMLINE CYCLONE","Travel",38.89,3.5354545454545456
"MIGHTY LUCK","Documentary",38.88,3.24
"UPTOWN YOUNG","Children",38.88,3.24
"INDEPENDENCE HOTEL","Documentary",38.81,2.0426315789473684
"PIANIST OUTFIELD","New",38.78,1.8466666666666667
"WIND PHANTOM","Games",38.77,1.6856521739130435
"CAPER MOTIONS","Comedy",38.76,1.615
"CURTAIN VIDEOTAPE","Games",38.74,1.4348148148148148
"MOON BUNCH","Foreign",38.71,1.3348275862068966
"GRACELAND DYNAMITE","Sports",37.94,6.323333333333333
"GODFATHER DIARY","New",37.92,4.74
"VERTIGO NORTHWEST","Comedy",37.92,4.74
"SNATCHERS MONTEZUMA","Classics",37.91,4.2122222222222225
"ANTITRUST TOMATOES","Action",37.9,3.79
"ADAPTATION HOLES","Documentary",37.88,3.1566666666666667
"HEDWIG ALTER","Comedy",37.88,3.1566666666666667
"INTRIGUE WORST","Foreign",37.8,1.89
"SHOOTIST SUPERFLY","Drama",37.76,1.5733333333333333
"GUN BONNIE","Games",37.75,1.51
"WESTWARD SEABISCUIT","Classics",37.74,1.4515384615384614
"CONTROL ANTHEM","Comedy",36.93,5.275714285714286
"DOZEN LION","Documentary",36.93,5.275714285714286
"MULAN MOON","Comedy",36.87,2.836153846153846
"INSECTS STONE","Animation",36.81,2.045
"CHEAPER CLYDE","Sci-Fi",36.8,1.84
"VOLCANO TEXAS","Games",36.78,1.6718181818181819
"ACADEMY DINOSAUR","Documentary",36.77,1.598695652173913
"PRIMARY GLASS","Action",36.73,1.3603703703703705
"BUBBLE GROSSE","Sports",35.94,5.99
"FRONTIER CABIN","New",35.94,5.99
"SCHOOL JACKET","Foreign",35.94,5.99
"UNTOUCHABLES SUNRISE","Documentary",35.92,4.49
"GONE TROUBLE","Drama",35.9,3.59
"HALLOWEEN NUTS","Documentary",35.9,3.59
"DONNIE ALLEY","Animation",35.86,2.5614285714285714
"LOVE SUICIDES","Horror",35.8,1.79
"ALAMO VIDEOTAPE","Foreign",35.76,1.49
"DOCTOR GRAIL","Children",34.93,4.99
"RESERVOIR ADAPTATION","Foreign",34.9,3.49
"MAGNOLIA FORRESTER","Action",34.89,3.171818181818182
"SONG HEDWIG","Music",34.89,3.171818181818182
"MOB DUFFEL","Drama",34.88,2.9066666666666667
"RINGS HEARTBREAKERS","Action",34.85,2.3233333333333333
"SUMMER SCARFACE","Classics",34.84,2.1775
"WATCH TRACY","Animation",34.84,2.1775
"TAXI KICK","Music",34.83,2.0488235294117647
"LION UNCUT","Comedy",34.82,1.9344444444444444
"BLADE POLISH","Drama",34.79,1.5813636363636363
"CARRIE BUNCH","Horror",34.77,1.5117391304347827
"EARTH VISION","New",34.77,1.5117391304347827
"FEVER EMPIRE","Games",33.95,6.79
"DIVORCE SHINING","Sports",33.93,4.847142857142857
"MAGUIRE APACHE","Family",33.91,3.767777777777778
"SANTA PARIS","Children",33.89,3.080909090909091
"SPLASH GUMP","Family",33.86,2.4185714285714286
"TRANSLATION SUMMER","Drama",33.85,2.256666666666667
"ROXANNE REBEL","Games",33.81,1.7794736842105263
"VOICE PEACH","New",33.81,1.7794736842105263
"AMADEUS HOLY","Action",33.79,1.609047619047619
"CHAINSAW UPTOWN","Sci-Fi",33.79,1.609047619047619
"TEQUILA PAST","Children",32.94,5.49
"BULWORTH COMMANDMENTS","Games",32.93,4.704285714285715
"MAKER GABLES","Children",32.9,3.29
"NATURAL STOCK","Family",32.87,2.5284615384615385
"STAMPEDE DISTURBING","Games",32.86,2.347142857142857
"MOTIONS DETAILS","Horror",32.85,2.053125
"BONNIE HOLOCAUST","Documentary",32.84,2.0525
"FACTORY DRAGON","Travel",32.83,1.9311764705882353
"REAR TRADING","Action",32.83,1.9311764705882353
"MARS ROMAN","Games",32.81,1.726842105263158
"HIGHBALL POTTER","Foreign",32.79,1.5614285714285714
"ALTER VICTORY","Animation",32.78,1.49
"CHILL LUCK","Drama",32.78,1.49
"CELEBRITY HORN","Action",32.76,1.365
"SHEPHERD MIDSUMMER","Children",32.75,1.31
"DESPERATE TRAINSPOTTING","Travel",31.94,5.323333333333333
"HAUNTED ANTITRUST","Travel",31.94,5.323333333333333
"DESTINATION JERK","Drama",31.92,3.99
"SAINTS BRIDE","Drama",31.92,3.99
"DWARFS ALTER","Games",31.91,3.5455555555555556
"RANDOM GO","Sci-Fi",31.91,3.5455555555555556
"DANCES NONE","Action",31.86,2.275714285714286
"SEVEN SWARM","Games",30.95,6.19
"APOCALYPSE FLAMINGOS","New",30.94,5.156666666666666
"JUMANJI BLADE","New",30.92,3.865
"DOLLS RAGE","Sci-Fi",30.91,3.4344444444444444
"LUCK OPUS","Drama",30.9,3.09
"THEORY MERMAID","Animation",30.88,2.807272727272727
"SLIPPER FIDELITY","Sports",30.84,1.9275
"EMPIRE MALKOVICH","Children",30.79,1.4661904761904763
"DARES PLUTO","Animation",29.91,3.3233333333333333
"WISDOM WORKER","Comedy",29.91,3.3233333333333333
"OLEANDER CLUE","Music",29.9,2.99
"SIDE ARK","Action",29.88,2.49
"CLEOPATRA DEVIL","New",29.83,1.6572222222222222
"LOUISIANA HARRY","Family",29.83,1.7547058823529411
"ROOM ROMAN","Animation",29.8,1.49
"ROMAN PUNK","Music",29.76,1.24
"COWBOY DOOM","Foreign",28.93,4.132857142857143
"LUKE MUMMY","Animation",28.93,4.132857142857143
"PIZZA JUMANJI","Games",28.93,4.132857142857143
"CHITTY LOCK","Drama",28.92,3.615
"PAPI NECKLACE","Travel",28.92,3.615
"WON DARES","Music",28.91,3.212222222222222
"JEOPARDY ENCINO","Classics",28.9,2.89
"FINDING ANACONDA","Family",28.88,2.4066666666666667
"SAVANNAH TOWN","Drama",28.88,2.4066666666666667
"CHRISTMAS MOONSHINE","Children",28.79,1.370952380952381
"GREASE YOUTH","Family",28.79,1.370952380952381
"INFORMER DOUBLE","Foreign",27.95,5.59
"LEATHERNECKS DWARFS","Travel",27.93,3.99
"SQUAD FISH","Sports",27.93,3.99
"DIARY PANIC","Drama",27.91,3.101111111111111
"DRAGON SQUAD","Action",27.89,2.5354545454545456
"MINORITY KISS","Music",27.89,2.3241666666666667
"CANYON STOCK","Animation",27.81,1.4636842105263157
"ENCINO ELF","Games",27.81,1.4636842105263157
"BORROWERS BEDAZZLED","Animation",27.78,1.2627272727272727
"PRIVATE DROP","Games",26.95,5.39
"PET HAUNTING","Foreign",26.92,3.365
"UNFAITHFUL KILL","Drama",26.92,3.365
"CRAZY HOME","Comedy",26.91,2.99
"EVOLUTION ALTER","Sports",26.88,2.24
"RESURRECTION SILVERADO","Family",26.79,1.2757142857142858
"BUNCH MINDS","Drama",25.95,5.19
"DESIRE ALIEN","Animation",25.92,3.24
"JUNGLE CLOSER","New",25.86,1.8471428571428572
"NOTORIOUS REUNION","Documentary",25.86,1.8471428571428572
"MOSQUITO ARMAGEDDON","Sports",25.85,1.7233333333333334
"HOLOCAUST HIGHBALL","Children",25.83,1.5194117647058825
"UNFORGIVEN ZOOLANDER","Sci-Fi",25.82,1.4344444444444444
"MASKED BUBBLE","Music",25.8,1.29
"DECEIVER BETRAYED","Drama",25.79,1.2280952380952381
"TRAIN BUNCH","Horror",24.96,6.24
"HUNTER ALTER","Documentary",24.95,4.99
"TRAFFIC HOBBIT","Travel",24.95,4.99
"BED HIGHBALL","Documentary",24.94,4.156666666666666
"WORLD LEATHERNECKS","Horror",24.92,3.115
"GATHERING CALENDAR","Games",24.89,2.2627272727272727
"DRUMS DYNAMITE","Horror",24.87,1.9130769230769231
"EVERYONE CRAFT","Foreign",24.87,1.9130769230769231
"STREAK RIDGEMONT","Documentary",24.84,1.5525
"POLISH BROOKLYN","Children",24.82,1.3788888888888888
"PATIENT SISTER","Classics",24.81,1.3057894736842106
"DRACULA CRYSTAL","Classics",24.79,1.1804761904761905
"WOLVES DESIRE","Travel",24.79,1.1804761904761905
"MANNEQUIN WORST","New",23.95,4.79
"CASSIDY WYOMING","Travel",23.94,3.99
"DUCK RACER","Animation",23.94,3.99
"LESSON CLEOPATRA","Sports",23.93,3.4185714285714286
"CHAPLIN LICENSE","New",23.92,2.99
"CLYDE THEORY","New",23.92,2.99
"BIRDCAGE CASPER","Music",23.91,2.6566666666666667
"REEF SALUTE","Horror",23.89,2.171818181818182
"WRATH MILE","Documentary",23.86,1.7042857142857144
"ODDS BOOGIE","Family",23.85,1.59
"HOMEWARD CIDER","Documentary",23.84,1.49
"EXTRAORDINARY CONQUERER","Classics",22.94,3.8233333333333333
"HAPPINESS UNITED","Foreign",22.94,3.8233333333333333
"BANG KWAI","Family",22.93,3.275714285714286
"LICENSE WEEKEND","Sci-Fi",22.93,3.275714285714286
"NEWSIES STORY","Documentary",22.93,3.275714285714286
"SHINING ROSES","Travel",22.92,2.865
"ARABIA DOGMA","Horror",22.87,1.7592307692307692
"HUNGER ROOF","Foreign",22.87,1.7592307692307692
"VIETNAM SMOOCHY","Drama",22.85,1.5233333333333332
"GANDHI KWAI","Family",22.83,1.3429411764705883
"MUSIC BOONDOCK","Family",22.81,1.2005263157894737
"KILLER INNOCENT","Family",21.94,3.6566666666666667
"PHANTOM GLORY","New",21.94,3.6566666666666667
"WARLOCK WEREWOLF","Children",21.94,3.6566666666666667
"MENAGERIE RUSHMORE","Animation",21.93,3.132857142857143
"MULHOLLAND BEAST","Foreign",21.93,3.132857142857143
"CITIZEN SHREK","Sci-Fi",21.87,1.6823076923076923
"MONTEREY LABYRINTH","Horror",21.87,1.6823076923076923
"BULL SHAWSHANK","Action",21.84,1.365
"BRIDE INTRIGUE","Action",21.81,1.1478947368421053
"JEDI BENEATH","Family",21.81,1.1478947368421053
"IMPACT ALADDIN","Music",20.91,2.3233333333333333
"SPOILERS HELLFIGHTERS","Documentary",20.9,2.09
"TENENBAUMS COMMAND","Drama",20.87,1.6053846153846154
"KANE EXORCIST","Foreign",20.86,1.49
"CRAFT OUTFIELD","Drama",20.84,1.3025
"MYSTIC TRUMAN","Comedy",19.9,1.99
"LANGUAGE COWBOY","Children",19.89,1.8081818181818181
"SPIRITED CASUALTIES","Sci-Fi",19.89,1.8081818181818181
"LOVERBOY ATTACKS","New",19.88,1.6566666666666667
"SORORITY QUEEN","Foreign",19.88,1.6566666666666667
"TOMATOES HELLFIGHTERS","Travel",19.86,1.4185714285714286
"RUSHMORE MERMAID","Comedy",18.94,3.1566666666666667
"SIMON NORTH","Horror",18.94,3.1566666666666667
"HOLY TADPOLE","Classics",18.91,2.101111111111111
"ENDING CROWDS","New",18.89,1.7172727272727273
"CROW GREASE","Action",18.88,1.5733333333333333
"PRIDE ALAMO","Animation",18.84,1.1775
"SMOKING BARBARELLA","Documentary",18.83,1.0461111111111112
"LADYBUGS ARMAGEDDON","Games",17.94,2.99
"MAGIC MALLRATS","Children",17.93,2.5614285714285714
"GILBERT PELICAN","Classics",17.91,1.99
"SUPERFLY TRIP","Travel",17.9,1.79
"ANONYMOUS HUMAN","Sports",17.87,1.3746153846153846
"HOOK CHARIOTS","Animation",17.87,1.3746153846153846
"SIEGE MADRE","Family",17.85,1.19
"BRAVEHEART HUMAN","Family",16.95,3.39
"CONSPIRACY SPIRIT","Classics",16.95,3.39
"FULL FLATLINERS","Children",16.95,3.39
"YOUTH KICK","Music",16.94,2.8233333333333333
"BENEATH RUSH","Children",16.9,1.69
"FROGMEN BREAKING","Travel",16.9,1.69
"BEETHOVEN EXORCIST","Drama",16.89,1.5354545454545454
"VALENTINE VANISHING","Travel",16.88,1.4066666666666667
"BEDAZZLED MARRIED","Family",16.87,1.2976923076923077
"SILENCE KANE","Music",16.84,1.0525
"HARDLY ROBBERS","Documentary",15.96,3.99
"MIXED DOORS","Foreign",15.96,3.99
"MUSSOLINI SPOILERS","Sports",15.95,3.19
"WILD APOLLO","New",15.94,2.6566666666666667
"HAWK CHILL","Documentary",15.93,2.275714285714286
"VISION TORQUE","Foreign",15.93,2.275714285714286
"LAWRENCE LOVE","Action",15.87,1.2207692307692308
"SASSY PACKER","Games",15.87,1.2207692307692308
"GREEDY ROOTS","Drama",15.86,1.132857142857143
"SPIRIT FLINTSTONES","Horror",15.85,1.0566666666666666
"GLORY TRACY","Games",14.95,2.99
"SLING LUKE","Classics",14.94,2.49
"VANISHED GARDEN","New",14.94,2.1342857142857143
"RUNNER MADIGAN","Music",14.92,1.865
"ZHIVAGO CORE","Horror",14.91,1.6566666666666667
"SMOOCHY CONTROL","Sports",14.88,1.24
"DUMBO LUST","Family",13.94,2.3233333333333333
"WATERSHIP FRONTIER","Horror",13.94,2.3233333333333333
"LEGEND JEDI","Music",13.91,1.5455555555555556
"NOTTING SPEAKEASY","Drama",13.9,1.39
"HOLLYWOOD ANONYMOUS","Children",13.87,1.0669230769230769
"TREATMENT JEKYLL","Drama",12.93,1.8471428571428572
"RUNAWAY TENENBAUMS","New",12.92,1.615
"SOUP WISDOM","Family",12.92,1.615
"SUNSET RACER","Family",12.92,1.615
"VICTORY ACADEMY","Sports",12.91,1.4344444444444444
"TOWERS HURRICANE","Classics",12.89,1.1718181818181819
"MAUDE MOD","Foreign",11.92,1.49
"GHOSTBUSTERS ELF","Animation",11.91,1.3233333333333333
"MONTEZUMA COMMAND","Action",11.91,1.3233333333333333
"CLOCKWORK PARADISE","Children",11.9,1.19
"JAWBREAKER BROOKLYN","Music",11.9,1.19
"CONNECTION MICROCOSMOS","Comedy",10.93,1.5614285714285714
"BALLROOM MOCKINGBIRD","Foreign",10.92,1.365
"COMANCHEROS ENEMY","Children",9.94,1.6566666666666667
"HAROLD FRENCH","Drama",9.92,1.24
"LIGHTS DEER","Classics",9.92,1.24
"STALLION SUNDANCE","Sci-Fi",8.93,1.2757142857142858
"JAPANESE RUN","Horror",7.94,1.3233333333333333
"CRUELTY UNFORGIVEN","Classics",7.93,1.1328571428571428
"REBEL AIRPORT","Music",7.92,0.99
"DUFFEL APOCALYPSE","Documentary",6.93,0.99
"YOUNG LANGUAGE","Documentary",6.93,0.99
"FREEDOM CLEOPATRA","Comedy",5.95,1.19
"OKLAHOMA JUMANJI","New",5.94,0.99
"TEXAS WATCH","Horror",5.94,0.99
